Date,Product,Quantity,Rate,Value,Source,DateObj
10-Oct-2022,Fennal Seeds 50g,1.0,160.0,160.0,oct 2022.xlsx,2022-10-10
10-Oct-2022,Turmeric Powder - 50g,173.0,161.97,28020.25,oct 2022.xlsx,2022-10-10
10-Oct-2022,Curry Powder - 100g,20.0,154.25,3085.0,oct 2022.xlsx,2022-10-10
10-Oct-2022,Curry Powder - 250g,110.0,373.58,41094.1,oct 2022.xlsx,2022-10-10
10-Oct-2022,Chilli Powder - 500g,47.0,833.02,39152.0,oct 2022.xlsx,2022-10-10
10-Oct-2022,Roasted White Rice Flour - 500g,1.0,175.0,175.0,oct 2022.xlsx,2022-10-10
10-Oct-2022,Chilli Powder - 100g,3.0,210.0,630.0,oct 2022.xlsx,2022-10-10
10-Oct-2022,Roasted Curry Powder-50g,2.0,90.0,180.0,oct 2022.xlsx,2022-10-10
11-Oct-2022,Cardamom and Clove Packet,1.0,80.0,80.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Fennal Seeds 50g,20.0,130.0,2600.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Mustard Seeds 50g,3.0,50.0,150.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Chilli Powder - 500g,12.0,905.0,10860.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Cardamom Packet,1.0,60.0,60.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Atta Flour - 500g,4.0,240.0,960.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Chilli Powder - 50g,10.0,91.3,913.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Turmeric Powder - 100g,12.0,349.42,4193.05,oct 2022.xlsx,2022-10-11
11-Oct-2022,Chilli Powder - 250g,6.0,484.24,2905.45,oct 2022.xlsx,2022-10-11
11-Oct-2022,Pepper Powder - 100g,5.0,360.0,1800.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Chilli Powder - 100g,3.0,210.0,630.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Fenugreek Seeds 100g,1.0,120.0,120.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Coriander Powder 500g,1.0,330.0,330.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Fenugreek Seeds 50g,3.0,50.0,150.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Coriander Powder 100g,3.0,90.0,270.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Pepper Powder - 20g,10.0,73.9,739.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Tin Fish,2.0,750.0,1500.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Mix Chilli Powder - 250g,84.0,466.29,39168.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Coriander Seeds 100g,2.0,70.0,140.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Turmeric Powder - 50g,38.0,166.57,6329.65,oct 2022.xlsx,2022-10-11
11-Oct-2022,Curry Powder - 250g,30.0,386.19,11585.55,oct 2022.xlsx,2022-10-11
11-Oct-2022,Cut Chilli Powder - 500g,6.0,905.0,5430.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Roasted Curry Powder-50g,1.0,90.0,90.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Curry Powder - 100g,53.0,148.77,7885.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Mix Chilli Powder - 1Kg,4.0,1860.0,7440.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Pepper Powder - 50g,26.0,166.42,4327.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Mix Chilli Powder - 50g,102.0,100.29,10230.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Roasted Curry Powder - 100g,1.0,180.0,180.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Curd Chilli 100g,1.0,140.0,140.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Curry Powder - 500g,15.0,746.67,11200.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Cumin Seeds 50g,3.0,150.0,450.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Cut Chilli Powder - 50g,22.0,92.55,2036.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Pepper Powder - 500g,2.0,1725.0,3450.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Curry Powder - 50g,39.0,70.67,2756.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Cumin Powder - 100g,1.0,340.0,340.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,MixChilli Powder - 100g,86.0,194.85,16757.5,oct 2022.xlsx,2022-10-11
11-Oct-2022,Pepper Powder - 250g,1.0,817.4,817.4,oct 2022.xlsx,2022-10-11
11-Oct-2022,Cut Chilli Powder - 100g,17.0,193.88,3296.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Roasted Curry Powder - 250g,1.0,475.0,475.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Fennal Powder 100g,1.0,340.0,340.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Cut Chilli Powder - 250g,8.0,486.93,3895.45,oct 2022.xlsx,2022-10-11
11-Oct-2022,Cumin Powder - 50g,1.0,190.0,190.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Turmeric Powder - 250g,1.0,820.0,820.0,oct 2022.xlsx,2022-10-11
11-Oct-2022,Mix Chilli Powder - 500g,16.0,904.5,14472.0,oct 2022.xlsx,2022-10-11
12-Oct-2022,Curry Powder - 500g,24.0,795.15,19083.6,oct 2022.xlsx,2022-10-12
12-Oct-2022,White Pepper Powder - 100g,1.0,440.0,440.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Cut Chilli Powder - 250g,7.0,448.89,3142.25,oct 2022.xlsx,2022-10-12
12-Oct-2022,Curry Powder - 50g,21.0,72.08,1513.6,oct 2022.xlsx,2022-10-12
12-Oct-2022,Cut Chilli Powder - 100g,9.0,210.0,1890.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Tin Fish,18.0,700.0,12600.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Cut Chilli Powder - 500g,12.0,928.7,11144.4,oct 2022.xlsx,2022-10-12
12-Oct-2022,Chilli Powder - 500g,35.0,884.88,30970.8,oct 2022.xlsx,2022-10-12
12-Oct-2022,Turmeric Powder - 50g,56.0,165.16,9249.1,oct 2022.xlsx,2022-10-12
12-Oct-2022,Curry Powder - 250g,40.0,382.03,15281.05,oct 2022.xlsx,2022-10-12
12-Oct-2022,Curry Powder - 100g,25.0,152.1,3802.5,oct 2022.xlsx,2022-10-12
12-Oct-2022,Fennal Seeds 100g,1.0,320.0,320.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Curd Chilli 100g,10.0,120.0,1200.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Cumin Seeds 50g,2.0,160.0,320.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Coriander Powder 100g,1.0,90.0,90.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Cut Chilli Powder - 50g,7.0,93.26,652.8,oct 2022.xlsx,2022-10-12
12-Oct-2022,Cumin Powder - 50g,20.0,160.0,3200.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Fenugreek Seeds 100g,41.0,90.73,3720.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Turmeric Powder - 250g,2.0,940.0,1880.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Turmeric Powder - 100g,10.0,350.61,3506.1,oct 2022.xlsx,2022-10-12
12-Oct-2022,Cumin Powder - 100g,3.0,380.0,1140.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Chilli Powder - 250g,24.0,435.83,10459.9,oct 2022.xlsx,2022-10-12
12-Oct-2022,Cumin Powder - 250g,1.0,950.0,950.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Fenugreek Seeds 50g,2.0,60.0,120.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Pepper Powder - 500g,1.0,1950.0,1950.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Atta Flour - 1Kg,13.0,461.09,5994.2,oct 2022.xlsx,2022-10-12
12-Oct-2022,Roasted Curry Powder - 250g,1.0,475.0,475.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Kurakkan Flour - 500g,21.0,324.0,6804.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Mix Chilli Powder - 250g,50.0,469.83,23491.5,oct 2022.xlsx,2022-10-12
12-Oct-2022,Roasted White Rice Flour - 500g,31.0,152.94,4741.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Pepper Powder - 250g,2.0,878.7,1757.4,oct 2022.xlsx,2022-10-12
12-Oct-2022,Mustard Seeds 100g,40.0,90.0,3600.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Mix Chilli Powder - 50g,116.0,100.0,11600.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Chilli Powder - 100g,4.0,210.0,840.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Roasted Curry Powder-50g,1.0,90.0,90.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Roasted Red Rice Flour - 500g,20.0,152.2,3044.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Mix Chilli Powder - 1Kg,3.0,1779.13,5337.4,oct 2022.xlsx,2022-10-12
12-Oct-2022,Mustard Seeds 50g,1.0,60.0,60.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Pepper Powder - 50g,6.0,185.0,1110.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Roasted Curry Powder - 500g,1.0,900.0,900.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Cardamom and Clove Packet,1.0,60.0,60.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Roasted Curry Powder - 100g,1.0,180.0,180.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Gram Flour - 500g,6.0,360.0,2160.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Mix Chilli Powder - 500g,32.0,920.09,29443.0,oct 2022.xlsx,2022-10-12
12-Oct-2022,Pepper Powder - 100g,17.0,327.27,5563.55,oct 2022.xlsx,2022-10-12
12-Oct-2022,MixChilli Powder - 100g,62.0,198.96,12335.75,oct 2022.xlsx,2022-10-12
12-Oct-2022,Atta Flour - 500g,2.0,260.0,520.0,oct 2022.xlsx,2022-10-12
13-Oct-2022,Fenugreek Seeds 100g,3.0,120.0,360.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Kurakkan Flour - 500g,4.0,308.3,1233.2,oct 2022.xlsx,2022-10-13
13-Oct-2022,Roasted Green Gram Flour - 500g,1.0,740.0,740.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Cut Chilli Powder - 250g,2.0,462.73,925.45,oct 2022.xlsx,2022-10-13
13-Oct-2022,MixChilli Powder - 100g,52.0,196.78,10232.5,oct 2022.xlsx,2022-10-13
13-Oct-2022,Cumin Powder - 50g,1.0,190.0,190.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Chilli Powder - 500g,6.0,925.8,5554.8,oct 2022.xlsx,2022-10-13
13-Oct-2022,Mustard Seeds 50g,40.0,45.0,1800.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Cut Chilli Powder - 500g,4.0,945.0,3780.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Turmeric Powder - 250g,1.0,925.0,925.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Cumin Powder - 100g,2.0,360.0,720.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Mustard Seeds 100g,2.0,120.0,240.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Turmeric Powder - 50g,81.0,157.84,12785.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Cut Chilli Powder - 50g,42.0,91.95,3862.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Roasted Red Rice Flour - 500g,2.0,175.0,350.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Pepper Powder - 20g,110.0,73.9,8129.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Mix Chilli Powder - 1Kg,3.0,1860.0,5580.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Pepper Powder - 250g,1.0,817.4,817.4,oct 2022.xlsx,2022-10-13
13-Oct-2022,Turmeric Powder - 100g,2.0,336.53,673.05,oct 2022.xlsx,2022-10-13
13-Oct-2022,Curry Powder - 50g,82.0,68.44,5612.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Atta Flour - 1Kg,3.0,452.2,1356.6,oct 2022.xlsx,2022-10-13
13-Oct-2022,Gram Flour - 500g,1.0,360.0,360.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Curry Powder - 250g,26.0,368.37,9577.55,oct 2022.xlsx,2022-10-13
13-Oct-2022,Mix Chilli Powder - 500g,28.0,877.8,24578.4,oct 2022.xlsx,2022-10-13
13-Oct-2022,Roasted Curry Powder - 100g,1.0,180.0,180.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Curry Powder - 500g,4.0,800.0,3200.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Chilli Powder - 250g,1.0,430.45,430.45,oct 2022.xlsx,2022-10-13
13-Oct-2022,Curry Powder - 100g,82.0,140.37,11510.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Roasted Curry Powder - 500g,1.0,782.6,782.6,oct 2022.xlsx,2022-10-13
13-Oct-2022,Pepper Powder - 50g,20.0,154.15,3083.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Fenugreek Seeds 50g,40.0,45.0,1800.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Mix Chilli Powder - 50g,107.0,100.14,10715.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Chilli Powder - 50g,1.0,105.0,105.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Pepper Powder - 500g,1.0,1850.0,1850.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Mix Chilli Powder - 250g,59.0,459.98,27139.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Cut Chilli Powder - 100g,1.0,210.0,210.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Roasted Curry Powder - 250g,1.0,475.0,475.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Cumin Seeds 50g,2.0,160.0,320.0,oct 2022.xlsx,2022-10-13
13-Oct-2022,Roasted White Rice Flour - 500g,2.0,175.0,350.0,oct 2022.xlsx,2022-10-13
15-Oct-2022,Roasted Green Gram Flour - 500g,2.0,643.5,1287.0,oct 2022.xlsx,2022-10-15
15-Oct-2022,Curry Powder - 250g,3.0,406.52,1219.55,oct 2022.xlsx,2022-10-15
15-Oct-2022,Mix Chilli Powder - 500g,10.0,928.88,9288.8,oct 2022.xlsx,2022-10-15
15-Oct-2022,Cut Chilli Powder - 250g,2.0,495.0,990.0,oct 2022.xlsx,2022-10-15
15-Oct-2022,Cut Chilli Powder - 50g,1.0,105.0,105.0,oct 2022.xlsx,2022-10-15
15-Oct-2022,Cumin Powder - 50g,10.0,160.0,1600.0,oct 2022.xlsx,2022-10-15
15-Oct-2022,Roasted Curry Powder - 1Kg,1.0,1450.0,1450.0,oct 2022.xlsx,2022-10-15
15-Oct-2022,Mix Chilli Powder - 50g,140.0,100.0,14000.0,oct 2022.xlsx,2022-10-15
15-Oct-2022,Roasted Curry Powder - 100g,1.0,180.0,180.0,oct 2022.xlsx,2022-10-15
15-Oct-2022,Curry Powder - 50g,1.0,80.0,80.0,oct 2022.xlsx,2022-10-15
15-Oct-2022,Curry Powder - 100g,9.0,165.0,1485.0,oct 2022.xlsx,2022-10-15
15-Oct-2022,Cut Chilli Powder - 100g,2.0,210.0,420.0,oct 2022.xlsx,2022-10-15
15-Oct-2022,Mix Chilli Powder - 250g,63.0,453.73,28585.0,oct 2022.xlsx,2022-10-15
15-Oct-2022,Turmeric Powder - 50g,13.0,161.04,2093.5,oct 2022.xlsx,2022-10-15
15-Oct-2022,Mustard Seeds 50g,1.0,60.0,60.0,oct 2022.xlsx,2022-10-15
15-Oct-2022,Pepper Powder - 50g,4.0,176.25,705.0,oct 2022.xlsx,2022-10-15
15-Oct-2022,Mix Chilli Powder - 1Kg,2.0,1860.0,3720.0,oct 2022.xlsx,2022-10-15
15-Oct-2022,Kurakkan Flour - 500g,3.0,370.0,1110.0,oct 2022.xlsx,2022-10-15
15-Oct-2022,Roasted Red Rice Flour - 500g,4.0,175.0,700.0,oct 2022.xlsx,2022-10-15
15-Oct-2022,Chilli Powder - 500g,1.0,834.8,834.8,oct 2022.xlsx,2022-10-15
15-Oct-2022,Turmeric Powder - 100g,1.0,360.0,360.0,oct 2022.xlsx,2022-10-15
15-Oct-2022,Chilli Powder - 250g,22.0,420.0,9240.0,oct 2022.xlsx,2022-10-15
15-Oct-2022,Atta Flour - 500g,11.0,220.59,2426.5,oct 2022.xlsx,2022-10-15
15-Oct-2022,Gram Flour - 500g,2.0,313.05,626.1,oct 2022.xlsx,2022-10-15
15-Oct-2022,MixChilli Powder - 100g,53.0,196.76,10428.15,oct 2022.xlsx,2022-10-15
15-Oct-2022,Fenugreek Seeds 50g,1.0,60.0,60.0,oct 2022.xlsx,2022-10-15
15-Oct-2022,Atta Flour - 1Kg,1.0,520.0,520.0,oct 2022.xlsx,2022-10-15
15-Oct-2022,Chilli Powder - 100g,30.0,175.0,5250.0,oct 2022.xlsx,2022-10-15
16-Oct-2022,Mix Chilli Powder - 250g,6.0,490.75,2944.5,oct 2022.xlsx,2022-10-16
16-Oct-2022,Kurakkan Flour - 250g,2.0,185.0,370.0,oct 2022.xlsx,2022-10-16
16-Oct-2022,Mix Chilli Powder - 1Kg,1.0,1860.0,1860.0,oct 2022.xlsx,2022-10-16
16-Oct-2022,Chilli Powder - 500g,3.0,960.0,2880.0,oct 2022.xlsx,2022-10-16
16-Oct-2022,Atta Flour - 1Kg,6.0,520.0,3120.0,oct 2022.xlsx,2022-10-16
16-Oct-2022,Turmeric Powder - 50g,11.0,174.02,1914.25,oct 2022.xlsx,2022-10-16
16-Oct-2022,Curry Powder - 100g,1.0,165.0,165.0,oct 2022.xlsx,2022-10-16
16-Oct-2022,Curry Powder - 50g,11.0,69.6,765.6,oct 2022.xlsx,2022-10-16
16-Oct-2022,Cut Chilli Powder - 100g,2.0,210.0,420.0,oct 2022.xlsx,2022-10-16
16-Oct-2022,Pepper Powder - 250g,3.0,899.13,2697.4,oct 2022.xlsx,2022-10-16
16-Oct-2022,Fenugreek Seeds 50g,3.0,60.0,180.0,oct 2022.xlsx,2022-10-16
16-Oct-2022,Roasted Curry Powder - 100g,1.0,180.0,180.0,oct 2022.xlsx,2022-10-16
16-Oct-2022,Fenugreek Seeds 100g,10.0,120.0,1200.0,oct 2022.xlsx,2022-10-16
16-Oct-2022,Chilli Powder - 100g,5.0,182.6,913.0,oct 2022.xlsx,2022-10-16
16-Oct-2022,Chilli Powder - 250g,5.0,456.27,2281.35,oct 2022.xlsx,2022-10-16
16-Oct-2022,Cut Chilli Powder - 250g,3.0,451.97,1355.9,oct 2022.xlsx,2022-10-16
16-Oct-2022,Turmeric Powder - 100g,1.0,313.05,313.05,oct 2022.xlsx,2022-10-16
16-Oct-2022,Pepper Powder - 50g,5.0,170.51,852.55,oct 2022.xlsx,2022-10-16
16-Oct-2022,Mustard Seeds 100g,4.0,120.0,480.0,oct 2022.xlsx,2022-10-16
16-Oct-2022,Mix Chilli Powder - 50g,23.0,100.0,2300.0,oct 2022.xlsx,2022-10-16
16-Oct-2022,Gram Flour - 500g,1.0,360.0,360.0,oct 2022.xlsx,2022-10-16
16-Oct-2022,Cardamom Packet,1.0,60.0,60.0,oct 2022.xlsx,2022-10-16
16-Oct-2022,Curry Powder - 250g,6.0,397.28,2383.65,oct 2022.xlsx,2022-10-16
16-Oct-2022,Mustard Seeds 50g,2.0,60.0,120.0,oct 2022.xlsx,2022-10-16
16-Oct-2022,Pepper Powder - 100g,1.0,313.05,313.05,oct 2022.xlsx,2022-10-16
16-Oct-2022,Cut Chilli Powder - 50g,4.0,94.73,378.9,oct 2022.xlsx,2022-10-16
16-Oct-2022,MixChilli Powder - 100g,5.0,195.65,978.25,oct 2022.xlsx,2022-10-16
16-Oct-2022,Roasted Curry Powder-50g,12.0,80.21,962.5,oct 2022.xlsx,2022-10-16
17-Oct-2022,Cut Chilli Powder - 50g,1.0,105.0,105.0,oct 2022.xlsx,2022-10-17
17-Oct-2022,Pepper Powder - 250g,1.0,817.4,817.4,oct 2022.xlsx,2022-10-17
17-Oct-2022,Gram Flour - 500g,1.0,360.0,360.0,oct 2022.xlsx,2022-10-17
17-Oct-2022,Cumin Seeds 50g,2.0,152.5,305.0,oct 2022.xlsx,2022-10-17
17-Oct-2022,Pepper Powder - 500g,2.0,1625.0,3250.0,oct 2022.xlsx,2022-10-17
17-Oct-2022,Mix Chilli Powder - 500g,7.0,967.14,6770.0,oct 2022.xlsx,2022-10-17
17-Oct-2022,Chilli Powder - 250g,2.0,462.73,925.45,oct 2022.xlsx,2022-10-17
17-Oct-2022,Curry Powder - 250g,4.0,399.89,1599.55,oct 2022.xlsx,2022-10-17
17-Oct-2022,Turmeric Powder - 250g,2.0,783.35,1566.7,oct 2022.xlsx,2022-10-17
17-Oct-2022,Cut Chilli Powder - 100g,2.0,210.0,420.0,oct 2022.xlsx,2022-10-17
17-Oct-2022,Fennal Seeds 50g,1.0,145.0,145.0,oct 2022.xlsx,2022-10-17
17-Oct-2022,Atta Flour - 1Kg,2.0,470.0,940.0,oct 2022.xlsx,2022-10-17
17-Oct-2022,Mix Chilli Powder - 50g,5.0,100.0,500.0,oct 2022.xlsx,2022-10-17
17-Oct-2022,Roasted Green Gram Flour - 500g,1.0,740.0,740.0,oct 2022.xlsx,2022-10-17
17-Oct-2022,MixChilli Powder - 100g,10.0,195.65,1956.5,oct 2022.xlsx,2022-10-17
17-Oct-2022,Mix Chilli Powder - 250g,3.0,525.0,1575.0,oct 2022.xlsx,2022-10-17
17-Oct-2022,Cut Chilli Powder - 250g,3.0,433.63,1300.9,oct 2022.xlsx,2022-10-17
17-Oct-2022,Cardamom Packet,1.0,60.0,60.0,oct 2022.xlsx,2022-10-17
17-Oct-2022,Mix Chilli Powder - 1Kg,6.0,1833.33,11000.0,oct 2022.xlsx,2022-10-17
17-Oct-2022,Pepper Powder - 50g,1.0,185.0,185.0,oct 2022.xlsx,2022-10-17
17-Oct-2022,Chilli Powder - 500g,10.0,820.0,8200.0,oct 2022.xlsx,2022-10-17
17-Oct-2022,Roasted Curry Powder - 100g,5.0,169.3,846.5,oct 2022.xlsx,2022-10-17
17-Oct-2022,Coriander Seeds 100g,1.0,90.0,90.0,oct 2022.xlsx,2022-10-17
17-Oct-2022,Roasted Curry Powder-50g,1.0,90.0,90.0,oct 2022.xlsx,2022-10-17
17-Oct-2022,Turmeric Powder - 50g,7.0,183.57,1285.0,oct 2022.xlsx,2022-10-17
17-Oct-2022,Curry Powder - 100g,4.0,165.0,660.0,oct 2022.xlsx,2022-10-17
17-Oct-2022,Mustard Seeds 50g,3.0,55.0,165.0,oct 2022.xlsx,2022-10-17
17-Oct-2022,Turmeric Powder - 100g,4.0,340.76,1363.05,oct 2022.xlsx,2022-10-17
17-Oct-2022,Fenugreek Seeds 50g,2.0,52.5,105.0,oct 2022.xlsx,2022-10-17
17-Oct-2022,Tin Fish,1.0,750.0,750.0,oct 2022.xlsx,2022-10-17
17-Oct-2022,Cut Chilli Powder - 500g,4.0,854.9,3419.6,oct 2022.xlsx,2022-10-17
17-Oct-2022,Curry Powder - 500g,10.0,706.09,7060.9,oct 2022.xlsx,2022-10-17
17-Oct-2022,Curry Powder - 50g,26.0,70.0,1820.0,oct 2022.xlsx,2022-10-17
18-Oct-2022,Mix Chilli Powder - 250g,53.0,454.36,24081.0,oct 2022.xlsx,2022-10-18
18-Oct-2022,Pepper Powder - 50g,1.0,185.0,185.0,oct 2022.xlsx,2022-10-18
18-Oct-2022,Tin Fish,1.0,750.0,750.0,oct 2022.xlsx,2022-10-18
18-Oct-2022,Mix Chilli Powder - 500g,9.0,834.8,7513.2,oct 2022.xlsx,2022-10-18
18-Oct-2022,Curry Powder - 100g,44.0,140.0,6160.0,oct 2022.xlsx,2022-10-18
18-Oct-2022,Gram Flour - 500g,2.0,360.0,720.0,oct 2022.xlsx,2022-10-18
18-Oct-2022,Curry Powder - 500g,7.0,840.0,5880.0,oct 2022.xlsx,2022-10-18
18-Oct-2022,Roasted White Rice Flour - 500g,2.0,175.0,350.0,oct 2022.xlsx,2022-10-18
18-Oct-2022,Chilli Powder - 250g,14.0,424.29,5940.0,oct 2022.xlsx,2022-10-18
18-Oct-2022,Cut Chilli Powder - 100g,3.0,210.0,630.0,oct 2022.xlsx,2022-10-18
18-Oct-2022,Curry Powder - 50g,41.0,68.44,2806.0,oct 2022.xlsx,2022-10-18
18-Oct-2022,Cardamom Packet,1.0,30.0,30.0,oct 2022.xlsx,2022-10-18
18-Oct-2022,Roasted Curry Powder - 100g,2.0,180.0,360.0,oct 2022.xlsx,2022-10-18
18-Oct-2022,Gram Flour - 250g,12.0,160.85,1930.2,oct 2022.xlsx,2022-10-18
18-Oct-2022,Fenugreek Seeds 50g,2.0,60.0,120.0,oct 2022.xlsx,2022-10-18
18-Oct-2022,Chilli Powder - 50g,10.0,91.3,913.0,oct 2022.xlsx,2022-10-18
18-Oct-2022,Turmeric Powder - 50g,8.0,169.91,1359.25,oct 2022.xlsx,2022-10-18
18-Oct-2022,Chilli Powder - 100g,21.0,176.67,3710.0,oct 2022.xlsx,2022-10-18
18-Oct-2022,Turmeric Powder - 100g,3.0,344.35,1033.05,oct 2022.xlsx,2022-10-18
18-Oct-2022,Chilli Powder - 500g,5.0,960.0,4800.0,oct 2022.xlsx,2022-10-18
18-Oct-2022,Mix Chilli Powder - 1Kg,3.0,1698.27,5094.8,oct 2022.xlsx,2022-10-18
18-Oct-2022,Curry Powder - 250g,22.0,374.59,8241.0,oct 2022.xlsx,2022-10-18
18-Oct-2022,Cut Chilli Powder - 50g,16.0,92.16,1474.5,oct 2022.xlsx,2022-10-18
18-Oct-2022,MixChilli Powder - 100g,13.0,202.42,2631.5,oct 2022.xlsx,2022-10-18
18-Oct-2022,Cut Chilli Powder - 250g,1.0,495.0,495.0,oct 2022.xlsx,2022-10-18
18-Oct-2022,Mustard Seeds 50g,1.0,60.0,60.0,oct 2022.xlsx,2022-10-18
18-Oct-2022,Roasted Green Gram Flour - 500g,7.0,657.29,4601.0,oct 2022.xlsx,2022-10-18
18-Oct-2022,Mix Chilli Powder - 50g,31.0,100.48,3115.0,oct 2022.xlsx,2022-10-18
18-Oct-2022,Atta Flour - 1Kg,2.0,520.0,1040.0,oct 2022.xlsx,2022-10-18
18-Oct-2022,Cut Chilli Powder - 500g,9.0,960.0,8640.0,oct 2022.xlsx,2022-10-18
18-Oct-2022,Pepper Powder - 100g,1.0,313.05,313.05,oct 2022.xlsx,2022-10-18
18-Oct-2022,Roasted Red Rice Flour - 500g,1.0,175.0,175.0,oct 2022.xlsx,2022-10-18
19-Oct-2022,Curry Powder - 100g,43.0,145.0,6235.0,oct 2022.xlsx,2022-10-19
19-Oct-2022,Mustard Seeds 100g,2.0,120.0,240.0,oct 2022.xlsx,2022-10-19
19-Oct-2022,Chilli Powder - 500g,25.0,839.81,20995.2,oct 2022.xlsx,2022-10-19
19-Oct-2022,Cut Chilli Powder - 100g,83.0,183.59,15238.0,oct 2022.xlsx,2022-10-19
19-Oct-2022,Pepper Powder - 50g,1.0,185.0,185.0,oct 2022.xlsx,2022-10-19
19-Oct-2022,Tin Fish,1.0,750.0,750.0,oct 2022.xlsx,2022-10-19
